date,client,library,frequency
2017-08-01,desktop,Ink,20
2017-08-01,desktop,Isotope,15539
2017-08-01,desktop,Kendo UI,521
2017-08-01,desktop,Knockout,2308
2017-08-01,desktop,LABjs,1342
2017-08-01,desktop,Leaflet,1424
2017-08-01,desktop,Lo-Dash,10868
2017-08-01,desktop,Mapbox,215
2017-08-01,desktop,Marionette,588
2017-08-01,desktop,Material Design Lite,380
2017-08-01,desktop,Matter.js,5
2017-08-01,desktop,MochiKit,1
2017-08-01,desktop,Modernizr,75685
2017-08-01,desktop,Moment Timezone,2182
2017-08-01,desktop,Moment.js,15871
2017-08-01,desktop,MooTools,8266
2017-08-01,desktop,Mustache,3981
2017-08-01,desktop,Paper.js,26
2017-08-01,desktop,Pixi.js,118
2017-08-01,desktop,Polymer,137
2017-08-01,desktop,Popcorn.js,32
2017-08-01,desktop,Prototype,9076
2017-08-01,desktop,Pusher,836
2017-08-01,desktop,Qooxdoo,13
2017-08-01,desktop,React,1952
2017-08-01,desktop,RequireJS,7600
2017-08-01,desktop,Rico,6
2017-08-01,desktop,RightJS,5
2017-08-01,desktop,Riot,111
2017-08-01,desktop,SPF,29
2017-08-01,desktop,SWFObject,19944
2017-08-01,desktop,Sammy,2
2017-08-01,desktop,Scriptaculous,1754
2017-08-01,desktop,ScrollMagic,1388
2017-08-01,desktop,Sea.js,514
2017-08-01,desktop,Socket.IO,1812
2017-08-01,desktop,Spine,32
2017-08-01,desktop,SproutCore,72
2017-08-01,desktop,Spry,21
2017-08-01,desktop,Swiffy,199
2017-08-01,desktop,Tween.js,260
2017-08-01,desktop,Two,2
2017-08-01,desktop,Underscore,19943
2017-08-01,desktop,Vaadin,7
2017-08-01,desktop,Velocity.js,1309
2017-08-01,desktop,Visibility.js,177
2017-08-01,desktop,Vue,1167
2017-08-01,desktop,WebFont Loader,11570
2017-08-01,desktop,YUI 2,8361
2017-08-01,desktop,YUI 3,2516
2017-08-01,desktop,Zepto.js,1640
2017-08-01,desktop,Zurb,7798
2017-08-01,desktop,base2,152
2017-08-01,desktop,gRapha&euml;l,4
2017-08-01,desktop,jQuery,394635
2017-08-01,desktop,jQuery Mobile,9485
2017-08-01,desktop,jQuery Tools,12232
2017-08-01,desktop,jQuery UI,104374
2017-08-01,desktop,three.js,306
2017-08-01,desktop,yepnope,52996
2017-08-01,mobile,,2
2017-08-01,mobile,AmplifyJS,322
2017-08-01,mobile,Angular,311
2017-08-01,mobile,AngularJS,10053
2017-08-01,mobile,Backbone,8530
2017-08-01,mobile,Blackbird,254
2017-08-01,mobile,Bootstrap,66073
2017-08-01,mobile,Brewser,1
2017-08-01,mobile,CamanJS,27
2017-08-01,mobile,Can,136
2017-08-01,mobile,Closure Library,193
2017-08-01,mobile,ControlJS,14
2017-08-01,mobile,CreateJS,2674
2017-08-01,mobile,D3,1183
2017-08-01,mobile,DC.js,2
2017-08-01,mobile,Dojo,1171
2017-08-01,mobile,Ember.js,286
2017-08-01,mobile,Ext JS,516
2017-08-01,mobile,Fabric.js,118
2017-08-01,mobile,FastClick,10509
2017-08-01,mobile,FlexSlider,38500
2017-08-01,mobile,FlotCharts,848
2017-08-01,mobile,FuseJS,14
2017-08-01,mobile,GWT,696
2017-08-01,mobile,Glow,13
2017-08-01,mobile,Google Maps,16789
2017-08-01,mobile,Greensock JS,10636
2017-08-01,mobile,Hammer.js,6949
2017-08-01,mobile,Handlebars,5675
2017-08-01,mobile,Head JS,1677
2017-08-01,mobile,Highcharts,1790
2017-08-01,mobile,IfVisible.js,177
2017-08-01,mobile,InfoVis,7
2017-08-01,mobile,Ink,20
2017-08-01,mobile,Isotope,15091
2017-08-01,mobile,Kendo UI,519
2017-08-01,mobile,Knockout,2170
2017-08-01,mobile,LABjs,1165
2017-08-01,mobile,Leaflet,1228
2017-08-01,mobile,Lo-Dash,10720
2017-08-01,mobile,Mapbox,195
2017-08-01,mobile,Marionette,563
2017-08-01,mobile,Material Design Lite,397
2017-08-01,mobile,Matter.js,5
2017-08-01,mobile,MochiKit,1
2017-08-01,mobile,Modernizr,73637
2017-08-01,mobile,Moment Timezone,2092
2017-08-01,mobile,Moment.js,15157
2017-08-01,mobile,MooTools,7866
2017-08-01,mobile,Mustache,3788
2017-08-01,mobile,Paper.js,26
2017-08-01,mobile,Pixi.js,105
2017-08-01,mobile,Polymer,129
2017-08-01,mobile,Popcorn.js,29
2017-08-01,mobile,Prototype,8547
2017-08-01,mobile,Pusher,735
2017-08-01,mobile,Qooxdoo,11
2017-08-01,mobile,React,1890
2017-08-01,mobile,RequireJS,7469
2017-08-01,mobile,Rico,4
2017-08-01,mobile,RightJS,6
2017-08-01,mobile,Riot,104
2017-08-01,mobile,SPF,13
2017-08-01,mobile,SWFObject,15444
2017-08-01,mobile,Sammy,2
2017-08-01,mobile,Scriptaculous,1406
2017-08-01,mobile,ScrollMagic,1311
2017-08-01,mobile,Sea.js,436
2017-08-01,mobile,Socket.IO,1639
2017-08-01,mobile,Spine,31
2017-08-01,mobile,SproutCore,69
2017-08-01,mobile,Spry,18
2017-08-01,mobile,Swiffy,150
2017-08-01,mobile,Tween.js,240
2017-08-01,mobile,Two,2
2017-08-01,mobile,Underscore,19516
2017-08-01,mobile,Vaadin,8
2017-08-01,mobile,Velocity.js,1240
2017-08-01,mobile,Visibility.js,165
2017-08-01,mobile,Vue,1201
2017-08-01,mobile,WebFont Loader,10647
2017-08-01,mobile,YUI 2,6887
2017-08-01,mobile,YUI 3,2306
2017-08-01,mobile,Zepto.js,3629
2017-08-01,mobile,Zurb,7856
2017-08-01,mobile,base2,105
2017-08-01,mobile,gRapha&euml;l,4
2017-08-01,mobile,jQuery,388847
2017-08-01,mobile,jQuery Mobile,15133
2017-08-01,mobile,jQuery Tools,10293
2017-08-01,mobile,jQuery UI,97805
2017-08-01,mobile,three.js,266
2017-08-01,mobile,yepnope,51394
2017-08-15,desktop,,1
2017-08-15,desktop,AmplifyJS,255
2017-08-15,desktop,Angular,315
2017-08-15,desktop,AngularJS,9549
2017-08-15,desktop,Backbone,8469
2017-08-15,desktop,Blackbird,264
2017-08-15,desktop,Bootstrap,64336
2017-08-15,desktop,Brewser,1
2017-08-15,desktop,CamanJS,27
2017-08-15,desktop,Can,84
2017-08-15,desktop,Closure Library,219
2017-08-15,desktop,ControlJS,14
2017-08-15,desktop,CreateJS,2054
2017-08-15,desktop,D3,1234
2017-08-15,desktop,DC.js,2
2017-08-15,desktop,Dojo,1248
2017-08-15,desktop,Ember.js,309
2017-08-15,desktop,Ext JS,471
2017-08-15,desktop,Fabric.js,120
2017-08-15,desktop,FastClick,6321
2017-08-15,desktop,FlexSlider,37063
2017-08-15,desktop,FlotCharts,991
2017-08-15,desktop,FuseJS,12
2017-08-15,desktop,GWT,682
2017-08-15,desktop,Glow,16
2017-08-15,desktop,Google Maps,15904
2017-08-15,desktop,Greensock JS,10710
2017-08-15,desktop,Hammer.js,6047
2017-08-15,desktop,Handlebars,5953
2017-08-15,desktop,Head JS,1724
2017-08-15,desktop,Highcharts,2033
2017-08-15,desktop,IfVisible.js,178
2017-08-15,desktop,InfoVis,9
2017-08-15,desktop,Ink,19
2017-08-15,desktop,Isotope,14635
2017-08-15,desktop,Kendo UI,501
2017-08-15,desktop,Knockout,2301
2017-08-15,desktop,LABjs,1278
2017-08-15,desktop,Leaflet,1395
2017-08-15,desktop,Lo-Dash,10746
2017-08-15,desktop,Mapbox,205
2017-08-15,desktop,Marionette,586
2017-08-15,desktop,Material Design Lite,386
2017-08-15,desktop,Matter.js,6
2017-08-15,desktop,MochiKit,1
2017-08-15,desktop,Modernizr,71785
2017-08-15,desktop,Moment Timezone,2183
2017-08-15,desktop,Moment.js,15555
2017-08-15,desktop,MooTools,7663
2017-08-15,desktop,Mustache,3948
2017-08-15,desktop,Paper.js,30
2017-08-15,desktop,Pixi.js,114
2017-08-15,desktop,Polymer,143
2017-08-15,desktop,Popcorn.js,31
2017-08-15,desktop,Prototype,8630
2017-08-15,desktop,Pusher,807
2017-08-15,desktop,Qooxdoo,15
2017-08-15,desktop,React,1970
2017-08-15,desktop,RequireJS,7533
2017-08-15,desktop,Rico,6
2017-08-15,desktop,RightJS,5
2017-08-15,desktop,Riot,111
2017-08-15,desktop,SPF,30
2017-08-15,desktop,SWFObject,19249
2017-08-15,desktop,Sammy,3
2017-08-15,desktop,Scriptaculous,1687
2017-08-15,desktop,ScrollMagic,1343
2017-08-15,desktop,Sea.js,549
2017-08-15,desktop,Socket.IO,1776
2017-08-15,desktop,Spine,31
2017-08-15,desktop,SproutCore,77
2017-08-15,desktop,Spry,23
2017-08-15,desktop,Swiffy,192
2017-08-15,desktop,Tween.js,262
2017-08-15,desktop,Two,2
2017-08-15,desktop,Underscore,19290
2017-08-15,desktop,Vaadin,7
2017-08-15,desktop,Velocity.js,1279
2017-08-15,desktop,Visibility.js,166
2017-08-15,desktop,Vue,1176
2017-08-15,desktop,WebFont Loader,11171
2017-08-15,desktop,YUI 2,8067
2017-08-15,desktop,YUI 3,2283
2017-08-15,desktop,Zepto.js,1625
2017-08-15,desktop,Zurb,7640
2017-08-15,desktop,base2,147
2017-08-15,desktop,gRapha&euml;l,3
2017-08-15,desktop,jQuery,380325
2017-08-15,desktop,jQuery Mobile,9043
2017-08-15,desktop,jQuery Tools,11813
2017-08-15,desktop,jQuery UI,99987
2017-08-15,desktop,three.js,299
2017-08-15,desktop,yepnope,50091
2017-08-15,mobile,,1
2017-08-15,mobile,AmplifyJS,284
2017-08-15,mobile,Angular,333
2017-08-15,mobile,AngularJS,9861
2017-08-15,mobile,Backbone,8285
2017-08-15,mobile,Blackbird,254
2017-08-15,mobile,Bootstrap,64120
2017-08-15,mobile,Brewser,1
2017-08-15,mobile,CamanJS,23
2017-08-15,mobile,Can,137
2017-08-15,mobile,Closure Library,195
2017-08-15,mobile,ControlJS,14
2017-08-15,mobile,CreateJS,2670
2017-08-15,mobile,D3,1164
2017-08-15,mobile,DC.js,2
2017-08-15,mobile,Dojo,1095
2017-08-15,mobile,Ember.js,293
2017-08-15,mobile,Ext JS,465
2017-08-15,mobile,Fabric.js,113
2017-08-15,mobile,FastClick,10107
2017-08-15,mobile,FlexSlider,36798
2017-08-15,mobile,FlotCharts,855
2017-08-15,mobile,FuseJS,12
2017-08-15,mobile,GWT,676
2017-08-15,mobile,Glow,14
2017-08-15,mobile,Google Maps,15865
2017-08-15,mobile,Greensock JS,10089
2017-08-15,mobile,Hammer.js,6821
2017-08-15,mobile,Handlebars,5650
2017-08-15,mobile,Head JS,1625
2017-08-15,mobile,Highcharts,1790
2017-08-15,mobile,IfVisible.js,172
2017-08-15,mobile,InfoVis,7
2017-08-15,mobile,Ink,21
2017-08-15,mobile,Isotope,14409
2017-08-15,mobile,Kendo UI,509
2017-08-15,mobile,Knockout,2158
2017-08-15,mobile,LABjs,1106
2017-08-15,mobile,Leaflet,1198
2017-08-15,mobile,Lo-Dash,10526
2017-08-15,mobile,Mapbox,188
2017-08-15,mobile,Marionette,565
2017-08-15,mobile,Material Design Lite,409
2017-08-15,mobile,Matter.js,6
2017-08-15,mobile,MochiKit,1
2017-08-15,mobile,Modernizr,70546
2017-08-15,mobile,Moment Timezone,2112
2017-08-15,mobile,Moment.js,14847
2017-08-15,mobile,MooTools,7402
2017-08-15,mobile,Mustache,3788
2017-08-15,mobile,Paper.js,30
2017-08-15,mobile,Pixi.js,107
2017-08-15,mobile,Polymer,127
2017-08-15,mobile,Popcorn.js,28
2017-08-15,mobile,Prototype,8206
2017-08-15,mobile,Pusher,747
2017-08-15,mobile,Qooxdoo,12
2017-08-15,mobile,React,1914
2017-08-15,mobile,RequireJS,7364
2017-08-15,mobile,Rico,5
2017-08-15,mobile,RightJS,6
2017-08-15,mobile,Riot,106
2017-08-15,mobile,SPF,15
2017-08-15,mobile,SWFObject,15015
2017-08-15,mobile,Sammy,2
2017-08-15,mobile,Scriptaculous,1358
2017-08-15,mobile,ScrollMagic,1298
2017-08-15,mobile,Sea.js,447
2017-08-15,mobile,Socket.IO,1603
2017-08-15,mobile,Spine,30
2017-08-15,mobile,SproutCore,74
2017-08-15,mobile,Spry,19
2017-08-15,mobile,Swiffy,147
2017-08-15,mobile,Tween.js,248
2017-08-15,mobile,Two,2
2017-08-15,mobile,Underscore,18995
2017-08-15,mobile,Vaadin,8
2017-08-15,mobile,Velocity.js,1223
2017-08-15,mobile,Visibility.js,156
2017-08-15,mobile,Vue,1221
2017-08-15,mobile,WebFont Loader,10346
2017-08-15,mobile,YUI 2,6628
2017-08-15,mobile,YUI 3,2091
2017-08-15,mobile,Zepto.js,3638
2017-08-15,mobile,Zurb,7741
2017-08-15,mobile,base2,100
2017-08-15,mobile,gRapha&euml;l,3
2017-08-15,mobile,jQuery,376816
2017-08-15,mobile,jQuery Mobile,14673
2017-08-15,mobile,jQuery Tools,9968
2017-08-15,mobile,jQuery UI,94308
2017-08-15,mobile,three.js,265
2017-08-15,mobile,yepnope,49067
2017-09-01,desktop,,1
2017-09-01,desktop,AmplifyJS,222
2017-09-01,desktop,Angular,351
2017-09-01,desktop,AngularJS,9229
2017-09-01,desktop,Backbone,7918
2017-09-01,desktop,Blackbird,239
2017-09-01,desktop,Bootstrap,61206
2017-09-01,desktop,Brewser,1
2017-09-01,desktop,CamanJS,26
2017-09-01,desktop,Can,82
2017-09-01,desktop,Closure Library,216
2017-09-01,desktop,ControlJS,13
2017-09-01,desktop,CreateJS,1968
2017-09-01,desktop,D3,1206
2017-09-01,desktop,DC.js,2
2017-09-01,desktop,Dojo,1103
2017-09-01,desktop,Ember.js,297
2017-09-01,desktop,Ext JS,414
2017-09-01,desktop,Fabric.js,124
2017-09-01,desktop,FastClick,6005
2017-09-01,desktop,FlexSlider,34560
2017-09-01,desktop,FlotCharts,985
2017-09-01,desktop,FuseJS,12
2017-09-01,desktop,GWT,610
2017-09-01,desktop,Glow,15
2017-09-01,desktop,Google Maps,15076
2017-09-01,desktop,Greensock JS,10151
2017-09-01,desktop,Hammer.js,5805
2017-09-01,desktop,Handlebars,5667
2017-09-01,desktop,Head JS,1667
2017-09-01,desktop,Highcharts,1988
2017-09-01,desktop,IfVisible.js,170
2017-09-01,desktop,InfoVis,11
2017-09-01,desktop,Ink,18
2017-09-01,desktop,Isotope,13868
2017-09-01,desktop,Kendo UI,464
2017-09-01,desktop,Knockout,2279
2017-09-01,desktop,LABjs,1166
2017-09-01,desktop,Leaflet,1309
2017-09-01,desktop,Lo-Dash,10361
2017-09-01,desktop,Mapbox,188
2017-09-01,desktop,Marionette,570
2017-09-01,desktop,Material Design Lite,318
2017-09-01,desktop,Matter.js,2
2017-09-01,desktop,MochiKit,1
2017-09-01,desktop,Modernizr,67039
2017-09-01,desktop,Moment Timezone,2085
2017-09-01,desktop,Moment.js,14944
2017-09-01,desktop,MooTools,7219
2017-09-01,desktop,Mustache,3883
2017-09-01,desktop,Paper.js,28
2017-09-01,desktop,Pixi.js,105
2017-09-01,desktop,Polymer,149
2017-09-01,desktop,Popcorn.js,32
2017-09-01,desktop,Prototype,8170
2017-09-01,desktop,Pusher,788
2017-09-01,desktop,Qooxdoo,15
2017-09-01,desktop,React,2163
2017-09-01,desktop,RequireJS,7229
2017-09-01,desktop,Rico,6
2017-09-01,desktop,RightJS,6
2017-09-01,desktop,Riot,107
2017-09-01,desktop,SPF,28
2017-09-01,desktop,SWFObject,18179
2017-09-01,desktop,Sammy,3
2017-09-01,desktop,Scriptaculous,1603
2017-09-01,desktop,ScrollMagic,1269
2017-09-01,desktop,Sea.js,559
2017-09-01,desktop,Socket.IO,1727
2017-09-01,desktop,Spine,27
2017-09-01,desktop,SproutCore,79
2017-09-01,desktop,Spry,24
2017-09-01,desktop,Swiffy,169
2017-09-01,desktop,Tween.js,242
2017-09-01,desktop,Two,2
2017-09-01,desktop,Underscore,18236
2017-09-01,desktop,Vaadin,8
2017-09-01,desktop,Velocity.js,1232
2017-09-01,desktop,Visibility.js,170
2017-09-01,desktop,Vue,1167
2017-09-01,desktop,WebFont Loader,10665
2017-09-01,desktop,YUI 2,7481
2017-09-01,desktop,YUI 3,2041
2017-09-01,desktop,Zepto.js,1504
2017-09-01,desktop,Zurb,7171
2017-09-01,desktop,base2,153
2017-09-01,desktop,boomerang.js,873
2017-09-01,desktop,gRapha&euml;l,3
2017-09-01,desktop,jQuery,362500
2017-09-01,desktop,jQuery Mobile,8822
2017-09-01,desktop,jQuery Tools,11318
2017-09-01,desktop,jQuery UI,94450
2017-09-01,desktop,three.js,297
2017-09-01,desktop,yepnope,46493
2017-09-01,mobile,,1
2017-09-01,mobile,AmplifyJS,265
2017-09-01,mobile,Angular,373
2017-09-01,mobile,AngularJS,9656
2017-09-01,mobile,Backbone,7869
2017-09-01,mobile,Blackbird,236
2017-09-01,mobile,Bootstrap,62399
2017-09-01,mobile,Brewser,1
2017-09-01,mobile,CamanJS,24
2017-09-01,mobile,Can,137
2017-09-01,mobile,Closure Library,197
2017-09-01,mobile,ControlJS,13
2017-09-01,mobile,CreateJS,2604
2017-09-01,mobile,D3,1156
2017-09-01,mobile,DC.js,2
2017-09-01,mobile,Dojo,1033
2017-09-01,mobile,Ember.js,276
2017-09-01,mobile,Ext JS,429
2017-09-01,mobile,Fabric.js,124
2017-09-01,mobile,FastClick,9614
2017-09-01,mobile,FlexSlider,35030
2017-09-01,mobile,FlotCharts,856
2017-09-01,mobile,FuseJS,12
2017-09-01,mobile,GWT,616
2017-09-01,mobile,Glow,14
2017-09-01,mobile,Google Maps,15292
2017-09-01,mobile,Greensock JS,9818
2017-09-01,mobile,Hammer.js,6600
2017-09-01,mobile,Handlebars,5546
2017-09-01,mobile,Head JS,1615
2017-09-01,mobile,Highcharts,1757
2017-09-01,mobile,IfVisible.js,169
2017-09-01,mobile,InfoVis,9
2017-09-01,mobile,Ink,19
2017-09-01,mobile,Isotope,14025
2017-09-01,mobile,Kendo UI,478
2017-09-01,mobile,Knockout,2167
2017-09-01,mobile,LABjs,1019
2017-09-01,mobile,Leaflet,1154
2017-09-01,mobile,Lo-Dash,10380
2017-09-01,mobile,Mapbox,178
2017-09-01,mobile,Marionette,544
2017-09-01,mobile,Material Design Lite,358
2017-09-01,mobile,Matter.js,2
2017-09-01,mobile,MochiKit,1
2017-09-01,mobile,Modernizr,67465
2017-09-01,mobile,Moment Timezone,2061
2017-09-01,mobile,Moment.js,14608
2017-09-01,mobile,MooTools,7030
2017-09-01,mobile,Mustache,3803
2017-09-01,mobile,Paper.js,29
2017-09-01,mobile,Pixi.js,94
2017-09-01,mobile,Polymer,126
2017-09-01,mobile,Popcorn.js,29
2017-09-01,mobile,Prototype,7891
2017-09-01,mobile,Pusher,738
2017-09-01,mobile,Qooxdoo,12
2017-09-01,mobile,React,2102
2017-09-01,mobile,RequireJS,7244
2017-09-01,mobile,Rico,4
2017-09-01,mobile,RightJS,7
2017-09-01,mobile,Riot,102
2017-09-01,mobile,SPF,14
2017-09-01,mobile,SWFObject,14450
2017-09-01,mobile,Sammy,2
2017-09-01,mobile,Scriptaculous,1310
2017-09-01,mobile,ScrollMagic,1277
2017-09-01,mobile,Sea.js,448
2017-09-01,mobile,Socket.IO,1585
2017-09-01,mobile,Spine,27
2017-09-01,mobile,SproutCore,78
2017-09-01,mobile,Spry,22
2017-09-01,mobile,Swiffy,128
2017-09-01,mobile,Tween.js,227
2017-09-01,mobile,Two,2
2017-09-01,mobile,Underscore,18369
2017-09-01,mobile,Vaadin,9
2017-09-01,mobile,Velocity.js,1210
2017-09-01,mobile,Visibility.js,160
2017-09-01,mobile,Vue,1269
2017-09-01,mobile,WebFont Loader,10089
2017-09-01,mobile,YUI 2,6221
2017-09-01,mobile,YUI 3,1926
2017-09-01,mobile,Zepto.js,3596
2017-09-01,mobile,Zurb,7438
2017-09-01,mobile,base2,108
2017-09-01,mobile,boomerang.js,796
2017-09-01,mobile,gRapha&euml;l,3
2017-09-01,mobile,jQuery,365266
2017-09-01,mobile,jQuery Mobile,14432
2017-09-01,mobile,jQuery Tools,9812
2017-09-01,mobile,jQuery UI,91063
2017-09-01,mobile,three.js,269
2017-09-01,mobile,yepnope,46669
2017-09-15,desktop,,1
2017-09-15,desktop,AmplifyJS,228
2017-09-15,desktop,Angular,386
2017-09-15,desktop,AngularJS,9197
2017-09-15,desktop,Backbone,7804
2017-09-15,desktop,Blackbird,241
2017-09-15,desktop,Bootstrap,61540
2017-09-15,desktop,Brewser,1
2017-09-15,desktop,CamanJS,26
2017-09-15,desktop,Can,79
2017-09-15,desktop,Closure Library,204
2017-09-15,desktop,ControlJS,12
2017-09-15,desktop,CreateJS,1897
2017-09-15,desktop,D3,1226
2017-09-15,desktop,DC.js,1
2017-09-15,desktop,Dojo,1107
2017-09-15,desktop,Ember.js,296
2017-09-15,desktop,Ext JS,398
2017-09-15,desktop,Fabric.js,124
2017-09-15,desktop,FastClick,5922
2017-09-15,desktop,FlexSlider,34586
2017-09-15,desktop,FlotCharts,954
2017-09-15,desktop,FuseJS,14
2017-09-15,desktop,GWT,604
2017-09-15,desktop,Glow,15
2017-09-15,desktop,Google Maps,15090
2017-09-15,desktop,Greensock JS,10208
2017-09-15,desktop,Hammer.js,5846
2017-09-15,desktop,Handlebars,5707
2017-09-15,desktop,Head JS,1683
2017-09-15,desktop,Highcharts,2005
2017-09-15,desktop,IfVisible.js,171
2017-09-15,desktop,InfoVis,11
2017-09-15,desktop,Ink,18
2017-09-15,desktop,Isotope,14001
2017-09-15,desktop,Kendo UI,470
2017-09-15,desktop,Knockout,2307
2017-09-15,desktop,LABjs,1123
2017-09-15,desktop,Leaflet,1271
2017-09-15,desktop,Lo-Dash,10284
2017-09-15,desktop,Mapbox,192
2017-09-15,desktop,Marionette,570
2017-09-15,desktop,Material Design Lite,332
2017-09-15,desktop,Matter.js,2
2017-09-15,desktop,MochiKit,1
2017-09-15,desktop,Modernizr,66752
2017-09-15,desktop,Moment Timezone,2116
2017-09-15,desktop,Moment.js,15043
2017-09-15,desktop,MooTools,7263
2017-09-15,desktop,Mustache,3999
2017-09-15,desktop,Paper.js,30
2017-09-15,desktop,Pixi.js,98
2017-09-15,desktop,Polymer,152
2017-09-15,desktop,Popcorn.js,30
2017-09-15,desktop,Prototype,8077
2017-09-15,desktop,Pusher,789
2017-09-15,desktop,Qooxdoo,14
2017-09-15,desktop,React,2154
2017-09-15,desktop,RequireJS,7232
2017-09-15,desktop,Rico,6
2017-09-15,desktop,RightJS,5
2017-09-15,desktop,Riot,109
2017-09-15,desktop,SPF,23
2017-09-15,desktop,SWFObject,18144
2017-09-15,desktop,Sammy,3
2017-09-15,desktop,Scriptaculous,1564
2017-09-15,desktop,ScrollMagic,1274
2017-09-15,desktop,Sea.js,524
2017-09-15,desktop,Socket.IO,1741
2017-09-15,desktop,Spine,29
2017-09-15,desktop,SproutCore,77
2017-09-15,desktop,Spry,28
2017-09-15,desktop,Swiffy,168
2017-09-15,desktop,Tween.js,226
2017-09-15,desktop,Two,2
2017-09-15,desktop,Underscore,18326
2017-09-15,desktop,Vaadin,8
2017-09-15,desktop,Velocity.js,1252
2017-09-15,desktop,Visibility.js,172
2017-09-15,desktop,Vue,1198
2017-09-15,desktop,WebFont Loader,10669
2017-09-15,desktop,YUI 2,7428
2017-09-15,desktop,YUI 3,2035
2017-09-15,desktop,Zepto.js,1516
2017-09-15,desktop,Zurb,7183
2017-09-15,desktop,base2,154
2017-09-15,desktop,boomerang.js,874
2017-09-15,desktop,gRapha&euml;l,4
2017-09-15,desktop,jQuery,362207
2017-09-15,desktop,jQuery Mobile,8867
2017-09-15,desktop,jQuery Tools,11314
2017-09-15,desktop,jQuery UI,94295
2017-09-15,desktop,three.js,301
2017-09-15,desktop,yepnope,46191
2017-09-15,mobile,,1
2017-09-15,mobile,AmplifyJS,273
2017-09-15,mobile,Angular,408
2017-09-15,mobile,AngularJS,9635
2017-09-15,mobile,Backbone,7749
2017-09-15,mobile,Blackbird,236
2017-09-15,mobile,Bootstrap,62705
2017-09-15,mobile,Brewser,1
2017-09-15,mobile,CamanJS,25
2017-09-15,mobile,Can,136
2017-09-15,mobile,Closure Library,184
2017-09-15,mobile,ControlJS,11
2017-09-15,mobile,CreateJS,2541
2017-09-15,mobile,D3,1165
2017-09-15,mobile,DC.js,1
2017-09-15,mobile,Dojo,1040
2017-09-15,mobile,Ember.js,273
2017-09-15,mobile,Ext JS,410
2017-09-15,mobile,Fabric.js,122
2017-09-15,mobile,FastClick,9451
2017-09-15,mobile,FlexSlider,35047
2017-09-15,mobile,FlotCharts,826
2017-09-15,mobile,FuseJS,15
2017-09-15,mobile,GWT,592
2017-09-15,mobile,Glow,13
2017-09-15,mobile,Google Maps,15256
2017-09-15,mobile,Greensock JS,9779
2017-09-15,mobile,Hammer.js,6679
2017-09-15,mobile,Handlebars,5573
2017-09-15,mobile,Head JS,1630
2017-09-15,mobile,Highcharts,1756
2017-09-15,mobile,IfVisible.js,169
2017-09-15,mobile,InfoVis,9
2017-09-15,mobile,Ink,19
2017-09-15,mobile,Isotope,14137
2017-09-15,mobile,Kendo UI,483
2017-09-15,mobile,Knockout,2200
2017-09-15,mobile,LABjs,985
2017-09-15,mobile,Leaflet,1123
2017-09-15,mobile,Lo-Dash,10267
2017-09-15,mobile,Mapbox,179
2017-09-15,mobile,Marionette,542
2017-09-15,mobile,Material Design Lite,373
2017-09-15,mobile,Matter.js,2
2017-09-15,mobile,MochiKit,1
2017-09-15,mobile,Modernizr,67143
2017-09-15,mobile,Moment Timezone,2074
2017-09-15,mobile,Moment.js,14662
2017-09-15,mobile,MooTools,7103
2017-09-15,mobile,Mustache,3871
2017-09-15,mobile,Paper.js,29
2017-09-15,mobile,Pixi.js,88
2017-09-15,mobile,Polymer,133
2017-09-15,mobile,Popcorn.js,31
2017-09-15,mobile,Prototype,7828
2017-09-15,mobile,Pusher,739
2017-09-15,mobile,Qooxdoo,11
2017-09-15,mobile,React,2104
2017-09-15,mobile,RequireJS,7287
2017-09-15,mobile,Rico,5
2017-09-15,mobile,RightJS,6
2017-09-15,mobile,Riot,106
2017-09-15,mobile,SPF,11
2017-09-15,mobile,SWFObject,14483
2017-09-15,mobile,Sammy,2
2017-09-15,mobile,Scriptaculous,1269
2017-09-15,mobile,ScrollMagic,1275
2017-09-15,mobile,Sea.js,423
2017-09-15,mobile,Socket.IO,1609
2017-09-15,mobile,Spine,29
2017-09-15,mobile,SproutCore,76
2017-09-15,mobile,Spry,25
2017-09-15,mobile,Swiffy,132
2017-09-15,mobile,Tween.js,215
2017-09-15,mobile,Two,2
2017-09-15,mobile,Underscore,18478
2017-09-15,mobile,Vaadin,9
2017-09-15,mobile,Velocity.js,1234
2017-09-15,mobile,Visibility.js,160
2017-09-15,mobile,Vue,1281
2017-09-15,mobile,WebFont Loader,10123
2017-09-15,mobile,YUI 2,6240
2017-09-15,mobile,YUI 3,1946
2017-09-15,mobile,Zepto.js,3593
2017-09-15,mobile,Zurb,7442
2017-09-15,mobile,base2,104
2017-09-15,mobile,boomerang.js,816
2017-09-15,mobile,gRapha&euml;l,4
2017-09-15,mobile,jQuery,364881
2017-09-15,mobile,jQuery Mobile,14355
2017-09-15,mobile,jQuery Tools,9843
2017-09-15,mobile,jQuery UI,90893
2017-09-15,mobile,three.js,267
2017-09-15,mobile,yepnope,46406
2017-10-01,desktop,,1
2017-10-01,desktop,AmplifyJS,233
2017-10-01,desktop,Angular,423
2017-10-01,desktop,AngularJS,9181
2017-10-01,desktop,Backbone,7749
2017-10-01,desktop,Blackbird,250
2017-10-01,desktop,Bootstrap,62425
2017-10-01,desktop,Brewser,2
2017-10-01,desktop,CamanJS,26
2017-10-01,desktop,Can,80
2017-10-01,desktop,Closure Library,207
2017-10-01,desktop,ControlJS,13
